,in.geometry_floor_area,in.heating_fuel,in.insulation_wall,in.heating_setpoint,in.representative_income,in.infiltration,in.duct_leakage_and_insulation,in.hvac_heating_type,in.tenure,in.vintage,in.cooling_setpoint,bldg_id,in.geometry_foundation_type,in.hvac_heating_efficiency,in.occupants,in.refrigerator,in.water_heater_efficiency,in.bedrooms,in.window_areas,in.windows,out.site_energy.total.energy_consumption.kwh,in.geometry_building_type_recs,in.geometry_stories,in.geometry_building_number_units_mf,in.vintage_acs,in.hvac_cooling_type,in.geometry_wall_type,in.roof_material,in.geometry_garage,in.geometry_attic_type
362,1500-1999,Natural Gas,"Wood Stud, R-19",72F,66973,8 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1980s,70F,329283,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",3,EF 19.9,Natural Gas Standard,2,F9 B9 L9 R9,"Double, Clear, Metal, Air",53348.3130455899,Single-Family Attached,2,,1980-99,,Wood Frame,"Tile, Clay or Ceramic",,
363,2500-2999,Propane,"Wood Stud, R-11",55F,0,10 ACH50,"20% Leakage to Outside, R-8",Ducted Heating,Not Available,2000s,72F,329700,Slab,"Fuel Furnace, 80% AFUE",0,EF 15.9,Propane Standard,4,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",27952.5325308862,Single-Family Detached,2,,2000-09,Central AC,Wood Frame,"Asphalt Shingles, Medium",2 Car,Vented Attic
364,2000-2499,Natural Gas,"Wood Stud, R-7",72F,36175,7 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1970s,75F,329817,Heated Basement,"Fuel Furnace, 80% AFUE",1,EF 19.9,Electric Standard,4,F9 B9 L9 R9,"Single, Clear, Non-metal",38414.5835938942,Single-Family Detached,2,,1960-79,Central AC,Wood Frame,Composition Shingles,1 Car,Finished Attic or Cathedral Ceilings
365,1500-1999,Other Fuel,"Wood Stud, Uninsulated",70F,89311,20 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,80F,331332,Unheated Basement,"Fuel Furnace, 60% AFUE",6,EF 15.9,Electric Standard,4,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",9822.86305896237,Single-Family Detached,1,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
366,1000-1499,Electricity,"Wood Stud, Uninsulated",68F,4219,30 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heat Pump,Owner,1960s,70F,332066,Ambient,"ASHP, SEER 15, 8.5 HSPF",4,EF 17.6,Electric Premium,3,F6 B6 L6 R6,"Double, Clear, Non-metal, Air, Exterior Clear Storm",37620.3609937274,Mobile Home,1,,1960-79,Ducted Heat Pump,Wood Frame,"Metal, Dark",,
367,0-499,Natural Gas,"Wood Stud, R-11",55F,0,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1980s,72F,333378,Unheated Basement,"Fuel Furnace, 80% AFUE",0,EF 17.6,Natural Gas Standard,1,F30 B30 L30 R30,"Double, Clear, Non-metal, Air",2935.39983884497,Multi-Family with 5+ Units,11,326.0,1980-99,Central AC,Steel Frame,"Asphalt Shingles, Medium",,
368,1500-1999,Natural Gas,"Wood Stud, Uninsulated",67F,12426,15 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,68F,333602,Unheated Basement,"Fuel Furnace, 76% AFUE",3,EF 17.6,Electric Standard,3,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain",52559.3657246863,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Wood Shingles,,Unvented Attic
369,750-999,Natural Gas,"Wood Stud, R-7",75F,64828,20 ACH50,,Non-Ducted Heating,Owner,1970s,68F,334036,Ambient,"Fuel Wall/Floor Furnace, 68% AFUE",4,EF 15.9,Electric Standard,2,F9 B9 L9 R9,"Double, Clear, Metal, Air, Exterior Clear Storm",39018.8961405893,Mobile Home,1,,1960-79,Room AC,Wood Frame,Wood Shingles,,
370,1000-1499,Natural Gas,"Wood Stud, R-7",65F,63747,10 ACH50,"20% Leakage to Outside, Uninsulated",Non-Ducted Heating,Owner,1970s,70F,334920,Vented Crawlspace,"Fuel Boiler, 80% AFUE",2,EF 15.9,Natural Gas Standard,5,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm",28060.0896136394,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,"Metal, Dark",1 Car,Vented Attic
371,3000-3999,Other Fuel,"Wood Stud, Uninsulated",68F,19323,6 ACH50,"0% Leakage to Outside, Uninsulated",Non-Ducted Heating,Owner,<1940,70F,334993,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",1,EF 17.6,Other Fuel,5,F9 B9 L9 R9,"Double, Clear, Metal, Air",5624.91304981546,Single-Family Detached,2,,<1940,Central AC,Wood Frame,Composition Shingles,,Vented Attic
372,1500-1999,Natural Gas,"Wood Stud, Uninsulated",70F,129299,15 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,70F,335998,Heated Basement,"Fuel Furnace, 80% AFUE",4,EF 10.5,Natural Gas Standard,4,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",58690.4125126892,Single-Family Detached,2,,1940-59,,Wood Frame,Slate,1 Car,Vented Attic
373,2000-2499,Natural Gas,"Wood Stud, Uninsulated",68F,27274,15 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,68F,336090,Vented Crawlspace,"Fuel Furnace, 76% AFUE",3,EF 17.6,Natural Gas Premium,4,F18 B18 L18 R18,"Single, Clear, Non-metal",78929.6075477127,Single-Family Detached,1,,<1940,Central AC,Wood Frame,"Metal, Dark",,Vented Attic
374,2000-2499,Fuel Oil,"Wood Stud, R-7",68F,267342,25 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1970s,75F,337419,Heated Basement,"Fuel Furnace, 80% AFUE",3,EF 17.6,Electric Standard,3,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",55148.941700728,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,Composition Shingles,,Vented Attic
375,2000-2499,Fuel Oil,"Wood Stud, Uninsulated",67F,73741,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,337740,Heated Basement,"Fuel Furnace, 80% AFUE",4,EF 17.6,Propane Tankless,3,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",59761.8803452388,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
376,2000-2499,Natural Gas,"Wood Stud, R-11",68F,108692,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1980s,72F,338250,Heated Basement,"Fuel Furnace, 92.5% AFUE",2,EF 17.6,Natural Gas Premium,5,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",46844.479856328,Single-Family Detached,2,,1980-99,Central AC,Wood Frame,"Metal, Dark",2 Car,Vented Attic
377,1000-1499,Natural Gas,"Wood Stud, Uninsulated",55F,0,20 ACH50,,Non-Ducted Heating,Not Available,1960s,70F,338994,Heated Basement,"Fuel Boiler, 80% AFUE",0,EF 19.9,Natural Gas Standard,2,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",18670.6786674617,Single-Family Detached,1,,1960-79,Room AC,Wood Frame,Wood Shingles,,Vented Attic
378,1000-1499,Fuel Oil,"Wood Stud, Uninsulated",72F,89096,20 ACH50,,Non-Ducted Heating,Owner,<1940,75F,339385,Unheated Basement,"Fuel Boiler, 90% AFUE",2,EF 19.9,Electric Standard,3,F18 B18 L18 R18,"Single, Clear, Non-metal",41320.0901835816,Single-Family Detached,1,,<1940,Room AC,Wood Frame,Composition Shingles,,Unvented Attic
379,1000-1499,Propane,"Wood Stud, R-19",65F,74877,3 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,2000s,80F,340189,Ambient,"Fuel Furnace, 92.5% AFUE",2,EF 19.9,Electric Premium,2,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",28733.273861825,Mobile Home,1,,2000-09,Room AC,Wood Frame,Composition Shingles,,
380,750-999,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",68F,31921,30 ACH50,,Non-Ducted Heating,Renter,<1940,60F,341797,Unheated Basement,Shared Heating,2,EF 17.6,Natural Gas Premium,1,F30 B30 L30 R30,"Double, Clear, Metal, Air",13878.0874569354,Multi-Family with 5+ Units,2,5.0,<1940,Room AC,Brick,"Asphalt Shingles, Medium",,
381,750-999,Propane,"Wood Stud, R-11",55F,0,6 ACH50,"20% Leakage to Outside, R-8",Ducted Heating,Not Available,2010s,80F,343124,Slab,"Fuel Furnace, 80% AFUE",0,EF 19.9,Propane Standard,2,F12 B12 L12 R12,"Triple, Low-E, Non-metal, Air, L-Gain",10600.3806081292,Single-Family Detached,1,,2010s,Central AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,
382,500-749,Natural Gas,"Wood Stud, R-7",75F,16639,15 ACH50,"0% Leakage to Outside, Uninsulated",Non-Ducted Heating,Owner,1970s,70F,346928,Ambient,"Fuel Wall/Floor Furnace, 60% AFUE",1,EF 15.9,Electric Standard,2,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",28160.0268485681,Mobile Home,1,,1960-79,Central AC,Wood Frame,"Metal, Dark",,
383,1500-1999,Electricity,"Wood Stud, Uninsulated",70F,15960,40 ACH50,,Non-Ducted Heating,Owner,<1940,76F,347664,Unheated Basement,"Electric Boiler, 100% AFUE",2,EF 19.9,Electric Standard,3,F15 B15 L15 R15,"Single, Clear, Non-metal",62479.2353078757,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,
384,750-999,Natural Gas,"Wood Stud, Uninsulated",55F,0,25 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,<1940,72F,347989,Unheated Basement,"Fuel Furnace, 80% AFUE",0,EF 19.9,Natural Gas Standard,2,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",18328.9577996409,Single-Family Detached,1,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
385,1000-1499,Natural Gas,"Wood Stud, Uninsulated",68F,63747,20 ACH50,,Non-Ducted Heating,Owner,1950s,78F,348028,Heated Basement,"Fuel Wall/Floor Furnace, 68% AFUE",2,EF 19.9,Natural Gas Standard,3,F12 B12 L12 R12,"Single, Clear, Non-metal",43539.2243269256,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Composition Shingles,1 Car,
386,1000-1499,Other Fuel,"Wood Stud, R-11",55F,0,7 ACH50,,Non-Ducted Heating,Not Available,1990s,78F,348238,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",0,EF 21.9,Electric Premium,3,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",2232.32234150181,Single-Family Detached,1,,1980-99,Room AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
387,3000-3999,Electricity,"Wood Stud, R-19",70F,189249,4 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1990s,75F,349003,Unvented Crawlspace,"Electric Furnace, 100% AFUE",3,EF 19.9,Electric Premium,4,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",56210.738187962,Single-Family Detached,1,,1980-99,Central AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,
388,0-499,Natural Gas,"Wood Stud, Uninsulated",55F,0,40 ACH50,"20% Leakage to Outside, R-4",Ducted Heating,Not Available,1940s,70F,349059,Slab,"Fuel Furnace, 92.5% AFUE",0,EF 17.6,Natural Gas Standard,2,F18 B18 L18 R18,"Double, Clear, Metal, Air",8716.22669799206,Single-Family Detached,1,,1940-59,,Wood Frame,Composition Shingles,,Vented Attic
389,1500-1999,Propane,"Wood Stud, Uninsulated",68F,64915,10 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1940s,75F,350068,Heated Basement,"Fuel Furnace, 92.5% AFUE",5,EF 19.9,Propane Standard,3,F6 B6 L6 R6,"Double, Clear, Non-metal, Air",47286.1379590775,Single-Family Detached,2,,1940-59,Central AC,Wood Frame,Composition Shingles,,
390,2500-2999,Other Fuel,"Wood Stud, Uninsulated",65F,54023,20 ACH50,,Non-Ducted Heating,Owner,<1940,68F,350191,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",1,EF 19.9,Propane Standard,3,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",8514.3007306434,Single-Family Detached,2,,<1940,Room AC,Wood Frame,"Metal, Dark",1 Car,
391,1000-1499,Natural Gas,"Wood Stud, Uninsulated",65F,55104,6 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,350503,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",2,EF 15.9,Natural Gas Standard,2,F12 B12 L12 R12,"Double, Clear, Metal, Air",37259.2974352753,Single-Family Detached,1,,1940-59,,Wood Frame,Composition Shingles,,Vented Attic
392,1500-1999,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",68F,92315,25 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,70F,350744,Slab,"Fuel Furnace, 92.5% AFUE",3,EF 19.9,Natural Gas Standard,3,F6 B6 L6 R6,"Single, Clear, Non-metal",29953.0356558818,Single-Family Attached,1,,1940-59,Room AC,Brick,"Metal, Dark",,
393,1500-1999,Natural Gas,"Wood Stud, Uninsulated",62F,63747,15 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1960s,67F,351573,Slab,"Fuel Furnace, 80% AFUE",2,EF 17.6,Natural Gas Standard,3,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",32818.9776510959,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,Composition Shingles,,
394,1000-1499,Natural Gas,"Wood Stud, Uninsulated",80F,87842,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,<1940,68F,352938,Unheated Basement,"Fuel Furnace, 80% AFUE",1,EF 17.6,Natural Gas Standard,2,F6 B6 L6 R6,"Single, Clear, Non-metal",36111.924195551,Multi-Family with 2 - 4 Units,2,2.0,<1940,Room AC,Wood Frame,"Metal, Dark",,
395,2000-2499,Natural Gas,"Wood Stud, Uninsulated",70F,32325,15 ACH50,,Non-Ducted Heating,Owner,<1940,75F,355019,Unheated Basement,"Fuel Boiler, 80% AFUE",9,EF 17.6,Natural Gas Standard,5,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",72769.2536526926,Single-Family Detached,2,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,Vented Attic
396,1000-1499,Fuel Oil,"Wood Stud, Uninsulated",65F,74751,15 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Renter,<1940,68F,356107,Vented Crawlspace,"Fuel Furnace, 80% AFUE",1,EF 6.7,Electric Standard,1,F12 B12 L12 R12,"Single, Clear, Non-metal",52367.4041737235,Single-Family Detached,2,,<1940,Central AC,Wood Frame,Composition Shingles,,
397,750-999,Natural Gas,"Wood Stud, R-11",55F,0,5 ACH50,"30% Leakage to Outside, R-6",Ducted Heating,Not Available,2000s,72F,356931,Unheated Basement,"Fuel Furnace, 92.5% AFUE",0,EF 17.6,Natural Gas Standard,2,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",10278.0024309398,Single-Family Detached,1,,2000-09,Central AC,Wood Frame,Wood Shingles,1 Car,Vented Attic
398,2000-2499,Fuel Oil,"Wood Stud, Uninsulated",68F,31921,10 ACH50,,Non-Ducted Heating,Owner,<1940,70F,358256,Unheated Basement,"Fuel Boiler, 80% AFUE",2,EF 21.9,Fuel Oil Standard,3,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",38876.1705294154,Single-Family Detached,2,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,Finished Attic or Cathedral Ceilings
399,1000-1499,Natural Gas,"Wood Stud, R-11",60F,63747,4 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,2010s,68F,358567,Unheated Basement,"Fuel Furnace, 80% AFUE",2,EF 17.6,Natural Gas Standard,2,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",14433.7502059819,Multi-Family with 5+ Units,2,10.0,2010s,Central AC,Wood Frame,"Asphalt Shingles, Medium",,
400,2500-2999,Electricity,"Wood Stud, R-11",68F,108692,10 ACH50,"20% Leakage to Outside, R-4",Ducted Heat Pump,Owner,1980s,72F,358606,Slab,"ASHP, SEER 13, 7.7 HSPF",2,EF 15.9,Electric Standard,3,F15 B15 L15 R15,"Double, Clear, Non-metal, Air",32386.6978225919,Single-Family Detached,2,,1980-99,Ducted Heat Pump,Wood Frame,"Asphalt Shingles, Medium",2 Car,
401,750-999,Natural Gas,"Wood Stud, R-11",55F,0,10 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1990s,70F,361850,Ambient,"Fuel Furnace, 92.5% AFUE",0,EF 19.9,Electric Standard,3,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",5166.25682499593,Mobile Home,1,,1980-99,,Wood Frame,"Asphalt Shingles, Medium",,
402,3000-3999,Propane,"Wood Stud, R-11",75F,280058,7 ACH50,,Non-Ducted Heating,Owner,1980s,75F,362078,Slab,"Fuel Wall/Floor Furnace, 68% AFUE",2,EF 19.9,Electric Standard,4,F30 B30 L30 R30,"Double, Clear, Metal, Air",83909.4711720791,Single-Family Detached,2,,1980-99,Room AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
403,750-999,Electricity,"Wood Stud, R-11",68F,32325,5 ACH50,,Non-Ducted Heating,Renter,1980s,65F,362129,Unheated Basement,Shared Heating,4,EF 19.9,Electric Standard,3,F9 B9 L9 R9,"Double, Clear, Metal, Air, Exterior Clear Storm",12922.9688392441,Multi-Family with 2 - 4 Units,1,2.0,1980-99,Room AC,Wood Frame,Wood Shingles,,
404,750-999,Fuel Oil,"Wood Stud, Uninsulated",68F,4849,30 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1960s,68F,364258,Ambient,"Fuel Furnace, 92.5% AFUE",1,EF 17.6,Electric Standard,3,F18 B18 L18 R18,"Single, Clear, Non-metal",33723.3949736474,Mobile Home,1,,1960-79,Central AC,Wood Frame,Composition Shingles,,
405,2500-2999,Natural Gas,"Wood Stud, Uninsulated",72F,74877,7 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1960s,70F,364293,Unheated Basement,"Fuel Furnace, 92.5% AFUE",6,EF 17.6,Electric Premium,4,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain",66287.4007936935,Single-Family Detached,2,,1960-79,Central AC,Wood Frame,"Metal, Dark",2 Car,Vented Attic
406,2000-2499,Electricity,"Brick, 12-in, 3-wythe, Uninsulated",68F,4293,8 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1950s,60F,364654,Slab,"Electric Furnace, 100% AFUE",5,EF 17.6,Electric Premium,4,F18 B18 L18 R18,"Single, Clear, Non-metal",26407.168777868,Multi-Family with 2 - 4 Units,2,4.0,1940-59,Room AC,Brick,Wood Shingles,,
407,3000-3999,Other Fuel,"Wood Stud, R-11",68F,68718,4 ACH50,,Non-Ducted Heating,Owner,1980s,70F,365474,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 17.6,Propane Standard,3,F15 B15 L15 R15,"Triple, Low-E, Non-metal, Air, L-Gain",7703.66615054703,Single-Family Detached,2,,1980-99,,Wood Frame,"Metal, Dark",,
408,500-749,Fuel Oil,"Wood Stud, Uninsulated",55F,0,30 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,<1940,60F,366390,Heated Basement,"Fuel Furnace, 80% AFUE",0,EF 17.6,Propane Standard,2,F9 B9 L9 R9,"Single, Clear, Non-metal",14584.3887360504,Single-Family Detached,1,,<1940,Central AC,Wood Frame,Composition Shingles,1 Car,
409,1500-1999,Natural Gas,"Wood Stud, R-11",68F,107684,8 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1980s,72F,367289,Heated Basement,"Fuel Furnace, 80% AFUE",7,EF 19.9,Electric Standard,4,F18 B18 L18 R18,"Single, Clear, Non-metal",52587.793618493,Single-Family Detached,1,,1980-99,Central AC,Wood Frame,Composition Shingles,,
410,500-749,Electricity,"Wood Stud, R-7",55F,0,20 ACH50,"0% Leakage to Outside, Uninsulated",Non-Ducted Heating,Not Available,1970s,78F,367342,Heated Basement,"Electric Boiler, 100% AFUE",0,EF 6.7,Electric Standard,2,F12 B12 L12 R12,"Triple, Low-E, Non-metal, Air, L-Gain",7683.15117563497,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,Composition Shingles,,
411,500-749,Electricity,"Brick, 12-in, 3-wythe, Uninsulated",70F,189249,40 ACH50,,Non-Ducted Heating,Renter,<1940,72F,368771,Unheated Basement,Shared Heating,3,EF 17.6,Electric Standard,1,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",29971.4991333026,Multi-Family with 2 - 4 Units,3,3.0,<1940,Room AC,Brick,"Asphalt Shingles, Medium",,
412,1000-1499,Fuel Oil,"Wood Stud, Uninsulated",68F,42401,40 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Renter,<1940,68F,374302,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",5,EF 17.6,FIXME Fuel Oil Indirect,3,F30 B30 L30 R30,"Double, Clear, Non-metal, Air",63709.2545893885,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,Vented Attic
413,0-499,Other Fuel,"Wood Stud, R-11",55F,0,15 ACH50,"30% Leakage to Outside, R-6",Ducted Heating,Not Available,2000s,65F,374907,Unheated Basement,"Fuel Furnace, 60% AFUE",0,EF 15.9,Other Fuel,2,F30 B30 L30 R30,"Double, Clear, Non-metal, Air, Exterior Clear Storm",2712.37275444391,Single-Family Detached,1,,2000-09,Central AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
414,1500-1999,Propane,"Wood Stud, R-19",75F,41258,10 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1990s,68F,375330,Ambient,"Fuel Furnace, 92.5% AFUE",3,EF 19.9,Electric Standard,4,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",31595.9920752672,Mobile Home,1,,1980-99,Central AC,Wood Frame,Composition Shingles,,
415,3000-3999,Propane,"Wood Stud, R-19",70F,89096,4 ACH50,"20% Leakage to Outside, R-4",Ducted Heating,Owner,1990s,68F,378734,Ambient,"Fuel Furnace, 80% AFUE",2,EF 21.9,Electric Standard,4,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",48988.5878057079,Single-Family Detached,2,,1980-99,Central AC,Wood Frame,Composition Shingles,,Vented Attic
416,2000-2499,Electricity,"Wood Stud, R-7",68F,18566,15 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1970s,70F,378939,Heated Basement,"Electric Furnace, 100% AFUE",2,EF 19.9,Electric Standard,3,F18 B18 L18 R18,"Single, Clear, Metal",51549.735887943,Single-Family Detached,2,,1960-79,Central AC,Wood Frame,Composition Shingles,,Vented Attic
417,1000-1499,Fuel Oil,"Wood Stud, R-7",65F,267342,20 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1970s,70F,379140,Unheated Basement,"Fuel Furnace, 80% AFUE",3,EF 19.9,Electric Standard,3,F12 B12 L12 R12,"Double, Clear, Metal, Air, Exterior Clear Storm",32017.7213452451,Single-Family Detached,2,,1960-79,Central AC,Wood Frame,Composition Shingles,1 Car,Finished Attic or Cathedral Ceilings
418,1000-1499,Natural Gas,"Wood Stud, Uninsulated",55F,0,20 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1950s,75F,379341,Vented Crawlspace,"Fuel Furnace, 80% AFUE",0,EF 19.9,Natural Gas Standard,4,F15 B15 L15 R15,"Single, Clear, Metal",30651.7170871723,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,"Metal, Dark",,
419,1000-1499,Propane,"Wood Stud, Uninsulated",68F,129299,6 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,70F,380232,Heated Basement,"Fuel Furnace, 92.5% AFUE",4,EF 19.9,Propane Standard,3,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",30888.8115829417,Single-Family Detached,1,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,Unvented Attic
420,1000-1499,Electricity,"Wood Stud, R-19",75F,11140,25 ACH50,,Non-Ducted Heating,Renter,1980s,68F,381285,Vented Crawlspace,Shared Heating,1,EF 17.6,Electric Standard,2,F18 B18 L18 R18,"Double, Clear, Metal, Air, Exterior Clear Storm",12338.8781963908,Multi-Family with 5+ Units,5,67.0,1980-99,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
421,2500-2999,Natural Gas,"Wood Stud, R-7",70F,54746,15 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1970s,68F,386007,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",3,EF 17.6,Natural Gas Premium,5,F15 B15 L15 R15,"Single, Clear, Non-metal",71039.8412676063,Single-Family Detached,2,,1960-79,Central AC,Wood Frame,Composition Shingles,2 Car,
422,1000-1499,Fuel Oil,"Wood Stud, Uninsulated",60F,63747,8 ACH50,"30% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,68F,386648,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",2,EF 17.6,Fuel Oil Standard,3,F12 B12 L12 R12,"Single, Clear, Non-metal",32861.4729562709,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Composition Shingles,,Vented Attic
423,750-999,Natural Gas,"Wood Stud, R-7",72F,280058,10 ACH50,,Non-Ducted Heating,Owner,1970s,72F,387861,Unheated Basement,"Fuel Wall/Floor Furnace, 68% AFUE",2,EF 19.9,Natural Gas Standard,1,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",28034.006288394,Single-Family Detached,1,,1960-79,Room AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
